name,short_code,type,region,district,latitude,longitude,zone
ANTONIO VERNA,108704-8,private,Dar Es Salaam,Kinondoni MC,-6.73669,39.22851,coastal
APALA,111927-0,private,Dar Es Salaam,Kinondoni MC,-6.8124,39.26,coastal
APAN,113222-4,private,Tanga,Tanga CC,-5.071397,39.093468,coastal
APEX,121526-8,private,Dodoma,Dodoma CC,-6.95432,37.12259,central
APEX,121716-5,private,Mwanza,Nyamagana MC,-2.54439,32.97963,lake
APOLLO  TANDIKA,124876-4,private,Dar Es Salaam,Temeke MC,-6.86474,39.26196,coastal
APOLLO MEDICAL CENTRE,100136-1,private,Dar Es Salaam,Ilala MC,-6.81857,39.28314,coastal
APOSTLES OF JESUS NJIA,100026-4,private,Dar Es Salaam,Ilala MC,-6.83799,39.19058,coastal
APPLE,112755-4,private,Morogoro,Morogoro MC,,,coastal
APPLE VALLEY,120583-0,private,Dar Es Salaam,Kigamboni MC,-6.870913,39.34663,coastal
APPLEDENT,122327-0,private,Dar Es Salaam,Kinondoni MC,-6.80629,39.25724,coastal
ARAFA,110833-1,private,Morogoro,Kilosa DC,-7.65657,36.98372,coastal
ARAFA,121533-4,private,Rukwa,Kalambo DC,-8.72421,31.7272,shighland
ARAFA AIRPORT,123173-7,private,Dar Es Salaam,Ilala MC,-6.85836,39.20401,coastal
ARAFA AMANI,100142-9,private,Dar Es Salaam,Ilala MC,-6.888277,39.118159,coastal
ARAFA ANABA,110593-1,private,Dar Es Salaam,Temeke MC,-6.92228,39.23557,coastal
Arafa Anne,111791-0,private,Dar Es Salaam,Ilala MC,-6.84382,39.21831,coastal
ARAFA AZIMIO,110602-0,private,Dar Es Salaam,Temeke MC,-6.87562,39.26611,coastal
ARAFA BUGURUNI GHANA,111441-2,private,Dar Es Salaam,Ilala MC,-6.83224,39.24198,coastal
ARAFA CHANIKA,110525-3,private,Dar Es Salaam,Ilala MC,-7.00401,39.07818,coastal
ARAFA CHARAMBE,120401-5,private,Dar Es Salaam,Temeke MC,,,coastal
ARAFA CHARITABLE KIPUNGUNI,110615-2,private,Dar Es Salaam,Ilala MC,-6.887388,39.18879,coastal
ARAFA CM,113522-7,private,Dar Es Salaam,Temeke MC,-6.92328,39.25856,coastal
ARAFA CORNER,100154-4,private,Dar Es Salaam,Ubungo MC,-6.78898,39.19297,coastal
ARAFA DAIMA,114018-5,private,Dar Es Salaam,Temeke MC,-6.93785,39.26202,coastal
ARAFA FURAHA,111202-8,private,Tabora,Nzega DC,-4.77345,33.23407,central
ARAFA HIGHLAND,111837-1,private,Dar Es Salaam,Ilala MC,-6.88777,39.16945,coastal
ARAFA HURUMA,100147-8,private,Dar Es Salaam,Kinondoni MC,-6.66753,39.18776,coastal
ARAFA IKWIRIRI,100148-6,private,Pwani,Rufiji DC,-7.954202,38.982116,coastal
ARAFA JARIBU,100149-4,private,Pwani,Kibiti DC,-7.546859,39.131019,coastal
ARAFA KIBEREGE,111666-4,private,Morogoro,Ifakara TC,-7.95188,36.861361,coastal
ARAFA KIBUTA,125008-3,private,Pwani,Kisarawe DC,-7.08597,38.55779,coastal
Arafa Kigogo,111089-9,private,Dar Es Salaam,Kinondoni MC,-6.8161,39.2538,coastal
ARAFA KILAKALA,110523-8,private,Dar Es Salaam,Temeke MC,-6.868475,39.241608,coastal
ARAFA KILUNGULE,123589-4,private,Dar Es Salaam,Temeke MC,-6.91015,39.24093,coastal
ARAFA KISIWANI,100153-6,private,Dar Es Salaam,Kigamboni MC,-6.843464,39.32206,coastal
Arafa Kisukuru,111658-1,private,Dar Es Salaam,Ilala MC,-6.826768,39.179626,coastal
ARAFA LULU,100139-5,private,Dar Es Salaam,Ilala MC,-6.90797,39.20252,coastal
ARAFA MAJUMBA SITA,100156-9,private,Dar Es Salaam,Ilala MC,-6.86596,39.19964,coastal
ARAFA MANGARO,111577-3,private,Morogoro,Kilosa DC,-7.407138,36.978115,coastal
ARAFA MAPINDUZI,100157-7,private,Dar Es Salaam,Temeke MC,-6.92709,39.26505,coastal
ARAFA MBEZI,100159-3,private,Dar Es Salaam,Ubungo MC,-6.7828,39.11346,coastal
ARAFA MWEMBE YANGA  CENTER,123639-7,private,Dar Es Salaam,Temeke MC,-6.32321,38.90089,coastal
ARAFA MWENDAPOLE,100267-4,private,Pwani,Kibaha TC,-6.75084,38.90674,coastal
ARAFA NEEMA,100163-5,private,Dar Es Salaam,Ilala MC,-6.91551,39.12282,coastal
ARAFA NHC,100162-7,private,Dar Es Salaam,Ubungo MC,-6.79208,39.21271,coastal
ARAFA SAMEER,112633-3,private,Dar Es Salaam,Ilala MC,-6.856517,39.239522,coastal
ARAFA SEGEREA,121754-6,private,Dar Es Salaam,Ilala MC,-6.3085,38.3055,coastal
ARAFA SES CHARITABLE,100166-8,private,Dar Es Salaam,Ilala MC,-6.84449,39.19694,coastal
ARAFA SINZA,110786-1,private,Dar Es Salaam,Ubungo MC,-6.78857,39.22475,coastal
ARAFA UGWENO,100168-4,private,Dar Es Salaam,Temeke MC,-6.86719,39.25908,coastal
ARAFA UMOJA,110521-2,private,Dar Es Salaam,Temeke MC,-6.87362,39.26928,coastal
ARAFA UPENDO,100169-2,private,Dar Es Salaam,Temeke MC,-6.85673,39.26251,coastal
ARAFA UZURI,108639-6,private,Dar Es Salaam,Ubungo MC,-6.79392,39.23314,coastal
ARAFA VIGAENI,110639-2,private,Dar Es Salaam,Kinondoni MC,-6.62014,39.11132,coastal
ARAFA YOMBO RELINI,107081-2,private,Dar Es Salaam,Temeke MC,-6.87034,39.230881,coastal
ARAFA ZAKHEM,110618-6,private,Dar Es Salaam,Temeke MC,-6.91362,39.27055,coastal
ARAFA-KIPARANG'ANDA,100171-8,private,Pwani,Mkuranga DC,-7.14991,39.1803,coastal
ARAFA-UPENDO,122248-8,private,Tabora,Uyui DC,-5.14131,33.4946,central
ARAFAH,123750-2,private,Singida,Singida MC,-4.72771,34.71342,central
ARAFAT BASNA,110778-8,private,Dar Es Salaam,Ubungo MC,-6.76083,39.07319,coastal
ARARAT,122990-5,private,Dar Es Salaam,Kigamboni MC,-6.84521,39.31543,coastal
ARARAT,124134-8,private,Shinyanga,Kahama MC,-3.82741,32.59801,lake
ARASH,100173-4,private,Arusha,Ngorongoro DC,-2.3769,35.50596,northern
ARCANE,124439-1,private,Mwanza,Nyamagana MC,-2.50609,32.90354,lake
ARCS,111594-8,private,Njombe,Njombe TC,-9.35286,34.78817,shighland
ARDHI INSTITUTE,100176-7,private,Morogoro,Morogoro MC,-6.82639,37.67594,coastal
ARDHI UNIVERSITY,108661-0,public,Dar Es Salaam,Kinondoni MC,-6.76674,39.213,coastal
AREA A,121188-7,private,Dodoma,Dodoma CC,,,central
ARH,124421-9,private,Pwani,Mkuranga DC,-7.43578,39.31919,coastal
ARISE,121180-4,private,Dar Es Salaam,Ilala MC,-6.82187,39.27838,coastal
ARISE & SHINE,123594-4,private,Mbeya,Mbeya DC,,,shighland
ARIZONA MEDICAL,124423-5,private,Pwani,Mkuranga DC,-6.95384,39.28469,coastal
ARKATAN,100179-1,public,Arusha,Monduli DC,-3.41991,36.39205,northern
ARMI,120468-4,private,Dar Es Salaam,Kinondoni MC,,,coastal
ARRI,100182-5,public,Manyara,Mbulu DC,-4.0125,35.428779,northern
ARRI TSAAYO,100183-3,public,Manyara,Babati DC,-4.24142,35.58945,northern
Arusha CC,124641-2,public,Arusha,Arusha CC,,,northern
ARUSHA CENTRE,111993-2,private,Arusha,Arusha CC,,,northern
ARUSHA CHINI,110719-2,public,Mtwara,Nanyamba TC,-10.60603,40.14393,southern
Arusha DC,124642-0,public,Arusha,Arusha DC,,,northern
ARUSHA HEALTH CENTRE FOR WOMEN,100187-4,private,Arusha,Arusha CC,-3.36106,36.68535,northern
ARUSHA JUNIOR,111965-0,private,Arusha,Arusha CC,-3.368606,36.681106,northern
ARUSHA LIFECARE MEDICAL  CENTRE,124407-8,private,Arusha,Arusha CC,-3.37721,36.67611,northern
ARUSHA LUTHERAN MEDICAL CENTRE CENTER,100188-2,private,Arusha,Arusha CC,-3.36626,36.68231,northern
ARUSHA PROSTHETICS AND ORTHOTICS,125163-6,private,Arusha,Arusha DC,-3.32391,36.65191,northern
ARUSHA SCHOOL,100190-8,public,Arusha,Arusha CC,-3.3742,36.69426,northern
ARUSHA SDA,121377-6,private,Arusha,Arusha CC,,,northern
ARUSHA X-RAY CENTRE,100192-4,private,Arusha,Arusha CC,-3.36579,36.699,northern
AS-SADIQ HEALTH SERVICES,112433-8,private,Dar Es Salaam,Ilala MC,-6.49011,39.17124,coastal
ASAMATWA,100193-2,public,Manyara,Kiteto DC,-5.67291,37.03888,northern
Asanje,100194-0,public,Dodoma,Bahi DC,-5.734873,35.72171,central
ASANTE,122740-4,private,Dar Es Salaam,Ilala MC,-6.88293,39.15523,coastal
ASANTE,123278-4,private,Kigoma,Kasulu TC,-4.56847,30.09847,central
ASANTE NYERERE,100195-7,public,Kigoma,Kasulu DC,-4.866151,30.348197,central
ASANTE OPTICAL CENTRE,112851-1,private,Dodoma,Dodoma CC,-6.17814,35.74485,central
ASANTEAFYA,122749-5,private,Pwani,Bagamoyo DC,-6.48067,39.00125,coastal
ASC,114326-2,private,Morogoro,Kilosa DC,-6.69461,37.12259,coastal
ASCHA MEDICS,122334-6,private,Mwanza,Magu DC,-2.556722,33.0474213,lake
ASES,122635-6,private,Dodoma,Dodoma CC,,,central
ASH,122207-4,private,Arusha,Arusha DC,,,northern
ASHE ENGAI,102374-6,private,Kilimanjaro,Siha DC,-3.18129,37.01931,northern
ASHENGAI,113656-3,private,Arusha,Arusha DC,-3.38493,36.58884,northern
ASHOK,112946-9,private,Kilimanjaro,Moshi MC,-3.33476,37.22134,northern
ASKOFU HHANDO,104256-3,private,Arusha,Karatu DC,-3.52903,35.33227,northern
ASSEY,112267-0,private,Morogoro,Mvomero DC,-6.14271,37.61627,coastal
ASSISI,120321-5,private,Dar Es Salaam,Ilala MC,,,coastal
ASTRON,123860-9,private,Dar Es Salaam,Ilala MC,-6.82755,39.22171,coastal
Atta,100197-3,public,Dodoma,Kondoa DC,-4.527112,35.903687,central
ATTENTIVE,122325-4,private,Dar Es Salaam,Kinondoni MC,-6.75465,39.23771,coastal
ATUKUZWE JUU,105003-8,private,Dar Es Salaam,Temeke MC,-6.92112,39.27518,coastal
ATWENDA,122311-4,private,Kagera,Muleba DC,-2.02246,31.57416,lake
AUDENTIA,124516-6,private,Dar Es Salaam,Ubungo MC,-6.78621,39.23001,coastal
AUMA,114357-7,private,Geita,Geita DC,-2.988325,31.940804,lake
AUMA,123160-4,private,Geita,Geita DC,-2.98831,31.94076,lake
AURELIA RURAL MEDICS,120744-8,private,Mbeya,Chunya DC,,33.268356,shighland
AUSIA,121329-7,public,Dodoma,Kondoa TC,-4.97584,35.78755,central
AVENUES,115210-7,private,Dodoma,Dodoma CC,,,central
AVETI,110873-7,private,Arusha,Arusha CC,-3.36314,36.69035,northern
AVIANNA,123941-7,private,Dar Es Salaam,Kinondoni MC,-6.71951,39.23161,coastal
AVIATION,120999-8,private,Dar Es Salaam,Ilala MC,,,coastal
AVICEENA,110813-3,private,Dar Es Salaam,Ilala MC,-6.809568,39.276521,coastal
AVIELA,125090-1,private,Morogoro,Kilosa DC,-6.45647,36.42713,coastal
AVINTA CARE,113552-4,private,Arusha,Arusha CC,-3.37622,36.7024,northern
AVINTA CARE,121376-8,private,Arusha,Arusha CC,,,northern
AVINTACARE MEDICAL CENTRE,120339-7,private,Arusha,Arusha CC,-3.375,36.7025,northern
AVISON,125101-6,private,Dar Es Salaam,Ilala MC,-6.49502,39.15012,coastal
AXIA,123744-5,private,Mbeya,Mbeya CC,-8.54023,33.84363,shighland
AYALABE,100202-1,public,Arusha,Karatu DC,-3.35739,35.689692,northern
AYAMANGO,120969-1,public,Manyara,Babati DC,-4.23855,35.89246,northern
AYASANDA,122531-7,public,Manyara,Babati DC,-4.12432,35.69874,northern
AZANIA,100204-7,private,Dar Es Salaam,Kinondoni MC,-6.81368,39.29261,coastal
AZIMIO,100205-4,public,Tabora,Uyui DC,-4.85505,32.4751,central
AZIMIO,100207-0,public,Ruvuma,Tunduru DC,-11.17379,37.26271,shighland
AZIMIO MSWISWI,111719-1,public,Mbeya,Mbarali DC,-8.77455,33.79121,shighland
B&B,111938-7,private,Dar Es Salaam,Ubungo MC,-6.74133,39.16882,coastal
B&B OPTICAL SUPPLIERS,125245-1,private,Mwanza,Nyamagana MC,-2.52072,32.90723,lake
B.J. SISO-MMASI,110777-0,private,Dar Es Salaam,Ubungo MC,-6.77046,39.07188,coastal
B.M.A,113326-3,private,Mwanza,Ilemela MC,-2.532512,32.947494,lake
Babati DC,124715-4,public,Manyara,Babati DC,,,northern
BABATI DISTRICT COUNCIL,120367-8,public,Manyara,Babati DC,-3.90419,35.81258,northern
BABATI ROMAN CATHOLIC,107067-1,private,Manyara,Babati TC,-4.21125,35.74022,northern
Babati TC,124716-2,public,Manyara,Babati TC,,,northern
BABATI TOWN,100211-2,public,Manyara,Babati TC,-4.2093,35.75929,northern
Babayu,100215-3,public,Dodoma,Bahi DC,-5.638693,35.703269,central
BABAYU,100214-6,public,Dodoma,Chemba DC,-5.626108,35.703579,central
BABEL,114230-6,private,Dodoma,Dodoma CC,,,central
BABYLON,120491-6,private,Kigoma,Kigoma Ujiji MC,-4.86901,29.66408,central
BADI,105650-6,public,Simiyu,Maswa DC,-3.23001,33.51909,lake
BADI,109245-1,public,Shinyanga,Kishapu DC,-3.60581,33.99642,lake
BADOSELE MEDICAL,112815-6,private,Mwanza,Nyamagana MC,-2.54364,32.95646,lake
BADUGU,100218-7,public,Simiyu,Busega DC,-2.48009,33.67876,lake
BAGA,111419-8,public,Morogoro,Morogoro DC,,,coastal
BAGA,100220-3,public,Tanga,Bumbuli DC,-4.7721,38.42585,coastal
BAGAMOYO,122116-7,private,Tanga,Korogwe DC,,,coastal
Bagamoyo DC,124777-4,public,Pwani,Bagamoyo DC,,,coastal
BAGAMOYO MENTAL HEALTH,111372-9,private,Tanga,Korogwe TC,-5.17943,38.44303,coastal
BAGAMOYO SUGAR,125284-0,private,Pwani,Bagamoyo DC,-6.88766,38.77443,coastal
BAGHAI,111914-8,public,Tanga,Lushoto DC,-4.83439,38.32823,coastal
BAGO,100225-2,private,Tanga,Muheza DC,-5.33036,39.03235,coastal
BAGO,124232-0,public,Pwani,Chalinze DC,-6.38049,38.57155,coastal
BAHAMA,113309-9,private,Mwanza,Nyamagana MC,-2.51405,32.8998,lake
BAHAMME,121965-8,private,Morogoro,Morogoro MC,,,coastal
BAHARI,113493-1,private,Dar Es Salaam,Kinondoni MC,-6.80206,39.24745,coastal
Bahari Dental Clinic,121085-5,private,Dar Es Salaam,Ilala MC,-6.88091,39.15963,coastal
BAHARI GONGO LA MBOTO,108530-7,private,Dar Es Salaam,Ilala MC,-6.88091,39.15963,coastal
BAHEBE HEALTH LABORATORY,122023-5,private,Geita,Chato DC,-2.53297,31.69503,lake
Bahi,100227-8,public,Dodoma,Bahi DC,-5.96258,35.312075,central
Bahi DC,124654-5,public,Dodoma,Bahi DC,,,central
Bahi Makulu,100228-6,public,Dodoma,Bahi DC,-6.049775,35.350335,central
BAHI RC,100229-4,private,Dodoma,Bahi DC,-5.94521,35.312127,central
BAKE RAKIDO,122577-0,private,Pwani,Kibaha TC,-6.74799,38.96796,coastal
BAKIA MEDICAL,123308-9,private,Dodoma,Kongwa DC,-6.08062,36.64461,central
BAKWATA,111208-5,private,Tabora,Igunga DC,-4.28703,33.880255,central
BAKWATA,103316-6,private,Tanga,Korogwe TC,-5.15512,38.44872,coastal
BAKWATA,100280-7,private,Tanga,Tanga CC,-5.07968,39.10202,coastal
BAKWATA,100276-5,private,Shinyanga,Shinyanga MC,-3.6715,33.4251,lake
BAKWATA B NYASUBI,110129-4,private,Shinyanga,Kahama MC,-3.8391666,32.602608,lake
BAKWATA CHANG'OMBE,100282-3,private,Dar Es Salaam,Ilala MC,-6.91818,39.18647,coastal
BAKWATA FNJ,124561-2,private,Pwani,Mkuranga DC,-7.00338,39.31672,coastal
BAKWATA JOMU,110065-0,private,Shinyanga,Shinyanga DC,-3.82703,33.0733,lake
BAKWATA KAKOLA,112138-3,private,Shinyanga,Msalala DC,-3.2454314,32.459324,lake
BAKWATA KICHEMCHEM,112260-5,private,Dar Es Salaam,Temeke MC,-6.91374,39.28494,coastal
BAKWATA KINDI,114847-7,private,Kilimanjaro,Moshi DC,-3.27853,37.27838,northern
BAKWATA MAJENGO,100232-8,private,Shinyanga,Kahama MC,-3.82569,32.60182,lake
BAKWATA MBIKA,100272-4,private,Shinyanga,Ushetu DC,-4.18819,32.2451,lake
BAKWATA MIANZINI,111530-2,private,Dar Es Salaam,Temeke MC,-6.93278,39.25713,coastal
BAKWATA MSASANI,100275-7,private,Dar Es Salaam,Kinondoni MC,-6.76973,39.26565,coastal
BAKWATA NJIA PANDA,100236-9,private,Kilimanjaro,Moshi DC,-3.40915,37.51853,northern
BAKWATA NK,109777-3,private,Geita,Bukombe DC,-3.46712,31.89536,lake
BAKWATA SADALA,100278-1,private,Kilimanjaro,Hai DC,-3.30762,37.19968,northern
BAKWATA SHAMSIYA,100248-4,private,Geita,Chato DC,-3.00282,31.92115,lake
Bakwata Tandale,123794-0,private,Dar Es Salaam,Kinondoni MC,,,coastal
BAKWATA TUNGI,111883-5,private,Dar Es Salaam,Kigamboni MC,-6.83703,39.31889,coastal
BAKWATA VIJIBWENI,112245-6,private,Dar Es Salaam,Kigamboni MC,-6.86995,39.30967,coastal
BAKWATA YOMBO DARAJANI,110516-2,private,Dar Es Salaam,Temeke MC,-6.86846,39.24673,coastal
BALANG'A,100287-2,public,Tanga,Kilindi DC,-5.31329,37.57582,coastal
BALANGDALALU,100288-0,private,Manyara,Hanang DC,-4.64209,35.27561,northern
BALATOGWA,100289-8,public,Mwanza,Sengerema DC,-2.70638,32.64912,lake
Baleni,100290-6,public,Pwani,Mafia DC,-7.87303,39.80657,coastal
BALOZI,121949-2,private,Kagera,Bukoba MC,-1.30088,31.85286,lake
BAMA HEALTH,122631-5,private,Kilimanjaro,Moshi DC,-3.453757,37.335037,northern
BAMA-TUNZA MTOTO,112402-3,private,Geita,Geita DC,-3.11726,32.04456,lake
BAMBA,113407-1,public,Morogoro,Morogoro DC,-6.8363,37.78152,coastal
BAMBA MAVENGERO,100295-5,public,Tanga,Mkinga DC,-4.97254,38.7966,coastal
BAMBA MEDICAL,123056-4,private,Dar Es Salaam,Kigamboni MC,-6.88603,39.43691,coastal
BAMBARE,122433-6,public,Dodoma,Kondoa DC,-4.58131,35.74621,central
BAMITA,100301-1,private,Pwani,Kibiti DC,-7.631368,39.059732,coastal
BAMITA  KISARAWE,124350-0,private,Pwani,Kisarawe DC,-6.54586,39.04229,coastal
BAMUKAYA,125218-8,private,Simiyu,Bariadi DC,-2.63881,34.16535,lake
BANANZENGO,122169-6,private,Katavi,Tanganyika DC,-6.30419,30.609995,shighland
Banawanu,100302-9,public,Njombe,Wanging'ombe DC,-8.950625,34.715227,shighland
BANDARI,100304-5,public,Tanga,Tanga CC,-5.07008,39.10501,coastal
Bandari,100305-2,public,Dar Es Salaam,Temeke MC,-6.832175,39.28889,coastal
BANDUKA,120865-1,public,Lindi,Lindi MC,-9.97116,39.70263,southern
BANE,114374-2,private,Geita,Geita TC,-2.88257,32.26272,lake
BANEMHI,100306-0,public,Simiyu,Bariadi DC,-2.62339,34.0455,lake
BANGALALA,100307-8,public,Kilimanjaro,Same DC,-4.23113,37.8482,northern
BANGATA,100308-6,public,Arusha,Arusha DC,-3.35845,36.74753,northern
BANGATA LUTHERAN,100309-4,private,Arusha,Arusha DC,-3.33582,36.74476,northern
BANGU,122769-3,public,Tanga,Handeni TC,-5.48883,38.07895,coastal
BANGULO,113897-3,public,Dar Es Salaam,Ilala MC,-6.86854,39.12851,coastal
BANGWE,100310-2,public,Kigoma,Kigoma Ujiji MC,-4.90682,29.61364,central
Banja,100312-8,public,Pwani,Mafia DC,-7.76307,39.82258,coastal
BANK OF TANZANIA,100210-4,private,Dar Es Salaam,Ilala MC,-6.81464,39.29298,coastal
BANK OF TANZANIA,120888-3,private,Mbeya,Mbeya CC,-8.90667,33.44552,shighland
BANK OF TANZANIA,112918-8,private,Arusha,Arusha CC,-3.36951,36.69325,northern
BANK OF TANZANIA,100313-6,private,Mwanza,Nyamagana MC,-2.51775,32.9066,lake
BANK OF TANZANIA STAFF,123597-7,public,Dodoma,Dodoma CC,-6.18161,35.76312,central
Bankolo,100315-1,public,Dodoma,Bahi DC,-5.838545,35.451914,central
BANTU,121492-3,public,Tanga,Mkinga DC,-4.93246,38.84604,coastal
BANYIBANYI,100316-9,public,Dodoma,Kongwa DC,-5.884558,36.339643,central
BAOBAB,122598-6,private,Pwani,Bagamoyo DC,-6.60669,39.06831,coastal
BAPTIST,100318-5,private,Kigoma,Kigoma Ujiji MC,-4.885428,29.658572,central
BARA,100319-3,private,Songwe,Mbozi DC,-8.80282,32.8031,shighland
BARA B,109973-8,public,Songwe,Mbozi DC,-8.80888,32.79915,shighland
BARAA,113551-6,private,Arusha,Arusha CC,-3.37256,36.7378,northern
BARAA,121157-2,public,Arusha,Arusha CC,-3.37944,36.73552,northern
BARAA RC,100320-1,private,Arusha,Arusha CC,-3.38882,36.73671,northern
BARABARA,124219-7,public,Ruvuma,Mbinga DC,-10.73856,34.74243,shighland
BARAKA,114498-9,private,Arusha,Arusha CC,-3.403896,36.6787,northern
BARAKA,100321-9,private,Tabora,Igunga DC,-4.01875,33.35924,central
BARAKA,120634-1,private,Morogoro,Morogoro MC,,,coastal
BARAKA,112583-0,private,Dar Es Salaam,Kinondoni MC,-6.12678,39.16395,coastal
BARAKA,112771-1,private,Dodoma,Dodoma CC,-6.17782,35.74774,central
BARAKA,112600-2,private,Mbeya,Mbarali DC,-8.86125,34.03347,shighland
BARAKA,100322-7,private,Arusha,Karatu DC,-3.34389,35.67626,northern
BARAKA,121101-0,private,Kilimanjaro,Rombo DC,-3.0915,37.58294,northern
BARAKA,121975-7,private,Kigoma,Kigoma Ujiji MC,-4.86321,29.63629,central
BARAKA,122047-4,private,Morogoro,Mlimba DC,-8.41267,36.01063,coastal
BARAKA,122365-0,private,Dar Es Salaam,Ubungo MC,-6.77957,39.03545,coastal
BARAKA DIALYSIS CENTRE,120335-5,private,Dar Es Salaam,Kinondoni MC,,,coastal
BARAKA MBEZI,110772-1,private,Dar Es Salaam,Ubungo MC,-6.78107,39.12778,coastal
BARAKA MEDICAL,123330-3,private,Dodoma,Chemba DC,,,central
BARAKA-N LABORATORY,122632-3,private,Morogoro,Morogoro MC,-6.81659,37.71089,coastal
BARAKI,100324-3,private,Mara,Rorya DC,-1.36842,33.968,lake
BARAKI,100323-5,public,Mara,Rorya DC,-1.38045,33.9261,lake
BARANGA,100325-0,public,Mara,Butiama DC,-1.68392,34.22873,lake
BARGISH,100326-8,public,Manyara,Mbulu TC,-3.797502,35.552058,northern
BARGISH UWA,122512-7,public,Manyara,Mbulu TC,-3.51111,35.32711,northern
Bariadi DC,124808-7,public,Simiyu,Bariadi DC,,,lake
Bariadi Medical,121859-3,private,Simiyu,Bariadi TC,-2.80048,33.98706,lake
Bariadi TC,124809-5,public,Simiyu,Bariadi TC,,,lake
BARIADI TOWN COUNCIL,100327-6,public,Simiyu,Bariadi TC,-2.7757,33.99557,lake
BARIADI-MAGEREZA,100328-4,public,Simiyu,Bariadi TC,-2.75329,34.0046,lake
BARIKI,113016-0,private,Kigoma,Kasulu TC,-4.57352,30.09875,central
BARIKIWA,100330-0,public,Lindi,Liwale DC,-9.53135,37.83734,southern
BARIKIWA,121078-0,private,Kilimanjaro,Hai DC,-3.43216,37.98765,northern
BARIKIWA,121300-8,private,Simiyu,Maswa DC,-3.17485,33.77359,lake
BARJOMOT,100331-8,public,Manyara,Hanang DC,-4.38374,35.40241,northern
BASANZA,100332-6,public,Kigoma,Uvinza DC,-4.978927,30.292741,central
BASHANG,109560-3,public,Manyara,Hanang DC,-4.56207,35.48509,northern
BASHAY,100334-2,private,Manyara,Mbulu DC,-4.00878,35.31457,northern
BASHAY,114794-1,public,Arusha,Karatu DC,-3.356376,35.625486,northern
BASHI,122869-1,private,Katavi,Mpanda MC,-6.30624,30.54138,shighland
BASHNET,120972-5,public,Manyara,Babati DC,-4.16038,35.43446,northern
BASHNET,109512-4,public,Manyara,Babati DC,-4.23058,35.42924,northern
BASHNET,100336-7,private,Manyara,Babati DC,-4.21978,35.42097,northern
BASODAWISH,100339-1,public,Arusha,Karatu DC,-3.4409,35.67453,northern
BASSODESH,100338-3,public,Manyara,Hanang DC,-4.29842,35.1299,northern
BASSOTU ZIWANI,100340-9,public,Manyara,Hanang DC,-4.36285,35.07112,northern
BAURA,100342-5,public,Dodoma,Kondoa DC,-4.832222,35.889613,central
BAYLOR,110825-7,private,Mwanza,Nyamagana MC,-2.52874,32.9054,lake
BAYLOR PEDIATRIC,110738-2,private,Mbeya,Mbeya CC,-8.89072,33.43823,shighland
BAYOPHORD,122903-8,private,Dar Es Salaam,Ilala MC,-6.91713,39.20216,coastal
BBM OPTICAL,112993-1,private,Ruvuma,Songea MC,,,shighland
BCV,112721-6,private,Morogoro,Ifakara TC,,,coastal
BEANA MEDICAL,123876-5,private,Dodoma,Dodoma CC,-6.52377,35.37032,central
BEATRICE,100343-3,private,Tabora,Tabora MC,-5.0202,32.80632,central
BEBACARO,121527-6,private,Dodoma,Dodoma CC,-6.15715,35.73907,central
BEDA,113206-7,private,Tabora,Tabora MC,-5.03914,32.80455,central
BEKESA,121092-1,private,Arusha,Arusha CC,,,northern
BELEDI,100344-1,public,Shinyanga,Kishapu DC,-3.91533,33.87831,lake
BELENCE'S,123539-9,private,Shinyanga,Shinyanga MC,-3.40451,33.25431,lake
Belladona,121701-7,private,Tanga,Tanga CC,-5.11465,39.09228,coastal
BELLAVITA,122328-8,private,Dar Es Salaam,Kinondoni MC,-6.762887,39.255718,coastal
BELTESHAZA HEALTH,122626-5,private,Dar Es Salaam,Ubungo MC,-6.48297,39.13244,coastal
BELTRAMINO,113881-7,private,Iringa,Iringa DC,-7.79801,35.73843,shighland
BEMBEZA,100345-8,public,Pwani,Kisarawe DC,-7.26653,38.79718,coastal
BEN,124321-1,private,Dar Es Salaam,Kigamboni MC,-6.83088,39.31662,coastal
BENBELA,110860-4,private,Kilimanjaro,Moshi MC,-3.35636,37.32174,northern
BENDERA,100348-2,public,Kilimanjaro,Same DC,-4.59303,38.0581,northern
BENEDICTO,120717-4,private,Lindi,Kilwa DC,,,southern
BENEDICTO,121106-9,private,Mwanza,Nyamagana MC,-2.54479,32.97945,lake
Benjamini Mkapa,111841-3,public,Dodoma,Dodoma CC,-6.23047,35.84784,central
BENNEDICT,121565-6,private,Mbeya,Chunya DC,-8.42186,33.16386,shighland
BENNY,112541-8,private,Mara,Tarime TC,-1.34158,34.37913,lake
