name,short_code,type,region,district,latitude,longitude,zone
MADEGE,103847-0,private,Iringa,Kilolo DC,-8.18581,35.98475,shighland
MADEGE,110854-7,public,Morogoro,Gairo DC,-6.04721,37.0187,coastal
MADEGE,121273-7,private,Dar Es Salaam,Kigamboni MC,,,coastal
MADEGE,122298-3,public,Pwani,Kibaha DC,,,coastal
MADEKE,103848-8,public,Njombe,Njombe DC,-9.185447,35.391012,shighland
MADIBA,122200-9,private,Geita,Bukombe DC,-3.4587897,31.9029825,lake
MADIBILA,103849-6,public,Rukwa,Kalambo DC,-8.84877,31.7702,shighland
MADIBIRA,103850-4,public,Mbeya,Mbarali DC,-8.21213,34.7956,shighland
MADIBIRA SMALL HOLDER,103852-0,public,Mbeya,Mbarali DC,-8.201,34.8175,shighland
MADILANA,103853-8,public,Simiyu,Itilima DC,-2.9876,34.19244,lake
MADILU,103854-6,public,Njombe,Ludewa DC,-9.72405,34.75509,shighland
MADIMBA,103855-3,public,Mtwara,Mtwara DC,-10.398161,40.301551,southern
MADINA,121610-0,private,Dar Es Salaam,Ubungo MC,,,coastal
MADINA BAKWATA,112441-1,private,Dar Es Salaam,Temeke MC,-6.92454,39.27161,coastal
MADINDO,103858-7,public,Njombe,Ludewa DC,-9.914902,34.727998,shighland
MADINGO,103859-5,public,Lindi,Mtama DC,-10.44932,39.67462,southern
MADISI,111460-2,private,Iringa,Mufindi DC,,,shighland
MADIZINI,110882-8,public,Morogoro,Mvomero DC,-6.13359,37.63232,coastal
Madona,110843-0,private,Dar Es Salaam,Ilala MC,-6.827267,39.232483,coastal
MADOPE,103863-7,public,Njombe,Ludewa DC,-9.66532,34.65084,shighland
MADOSHI,124327-8,private,Dar Es Salaam,Temeke MC,-6.88308,39.24302,coastal
MADSON LUTHERAN,123576-1,private,Morogoro,Kilosa DC,-7.69476,37.04505,coastal
MADUDUMIZI,115188-5,public,Morogoro,Kilosa DC,-6.97778,36.89942,coastal
MADUHU,101010-7,private,Simiyu,Bariadi TC,-2.80901,33.98333,lake
MADUKA MATATU,113503-7,private,Dar Es Salaam,Kinondoni MC,-6.79517,39.25267,coastal
MADUMA,103866-0,public,Iringa,Mufindi DC,-8.4168,34.9394,shighland
MADUNDA,103868-6,private,Njombe,Ludewa DC,-9.86015,34.47586,shighland
MADUNDA,112609-3,private,Mbeya,Rungwe DC,-9.32062,33.6586,shighland
MADUNDASI,111627-6,public,Mbeya,Mbarali DC,-8.443812,33.879146,shighland
MADUNGA,103870-2,public,Manyara,Babati DC,-4.13426,35.4413,northern
MADUNGA KATI,112261-3,public,Manyara,Babati DC,-4.17197,35.45381,northern
MAENDELEO,112704-2,private,Morogoro,Ifakara TC,-8.099,36.68288,coastal
MAETU,112488-2,private,Arusha,Meru DC,-3.36525,36.91201,northern
Mafai,113586-2,public,Dodoma,Kondoa DC,-4.78957,36.00522,central
MAFARASA,103873-6,private,Dar Es Salaam,Kinondoni MC,,,coastal
MAFARASA MULEBA,110663-2,private,Dar Es Salaam,Ubungo MC,-6.80862,39.2206,coastal
MAFARASINI,114363-5,private,Mara,Tarime TC,-1.346503,34.36323,lake
MAFENE,103874-4,public,Dodoma,Mpwapwa DC,-6.82706,36.62007,central
Mafia DC,124783-2,public,Pwani,Mafia DC,,,coastal
MAFIGA,110290-4,public,Morogoro,Morogoro MC,-6.82404,37.64698,coastal
MAFIGA,122373-4,private,Morogoro,Morogoro MC,,,coastal
MAFINGA,114828-7,public,Njombe,Wanging'ombe DC,-9.315726,34.467522,shighland
MAFINGA,103877-7,public,Iringa,Mafinga TC,-8.30468,35.29023,shighland
MAFINGA GROUP  MEDICAL,122826-1,private,Iringa,Mafinga TC,-8.27819,35.80816,shighland
MAFINGA MEDICARE,112128-4,private,Iringa,Mafinga TC,-8.32297,35.26781,shighland
Mafinga TC,124673-5,public,Iringa,Mafinga TC,,,shighland
MAFISA,103880-1,public,Tanga,Kilindi DC,-5.46333,37.3765,coastal
MAFIZI,103881-9,public,Pwani,Kisarawe DC,-6.98046,38.58892,coastal
MAFRANK AFYA CHECK,121114-3,private,Dar Es Salaam,Ilala MC,-6.89259,39.19181,coastal
MAFULETA,112449-4,public,Tanga,Korogwe DC,-5.11616,38.34154,coastal
MAFULILA,103883-5,public,Tanga,Kilindi DC,-5.95102,37.23327,coastal
Mafumbo,114382-5,public,Kagera,Muleba DC,-1.632358,31.656748,lake
MAFURIKO,103884-3,public,Tanga,Tanga CC,-5.05681,39.05651,coastal
MAFURUTO,103885-0,public,Iringa,Iringa DC,-7.54687,35.45028,shighland
MAFWELE,123713-0,private,Tabora,Tabora MC,-5.03463,32.75864,central
MAFYEKO,109182-6,public,Mbeya,Chunya DC,-7.511907,33.440421,shighland
MAGA,125136-2,private,Mwanza,Ilemela MC,-2.51204,32.99802,lake
MAGADINI,103887-6,public,Manyara,Simanjiro DC,-3.67901,37.3812,northern
MAGADINI,121542-5,public,Arusha,Longido DC,-2.62837,36.00842,northern
MAGADINI,109292-3,public,Kilimanjaro,Siha DC,-3.16739,36.99944,northern
MAGADINI,103888-4,private,Kilimanjaro,Hai DC,-3.34146,37.15382,northern
MAGADU,103890-0,public,Morogoro,Morogoro MC,-6.86322,37.64768,coastal
Magaga,103891-8,public,Dodoma,Bahi DC,-6.498825,35.371446,central
MAGAGURA,114633-1,public,Ruvuma,Songea DC,,35.2857,shighland
MAGAI,103892-6,private,Shinyanga,Kahama MC,-3.83032,32.59653,lake
MAGAIDURU,103893-4,public,Arusha,Ngorongoro DC,-2.09351,35.63372,northern
MAGALATA,103894-2,public,Shinyanga,Kishapu DC,-3.95437,34.20546,lake
MAGALI,103895-9,public,Morogoro,Mvomero DC,-7.0305,37.43885,coastal
MAGAMBA,103902-3,public,Tanga,Korogwe DC,-4.944156001,38.18937001,coastal
MAGAMBA,111470-1,public,Katavi,Mpanda MC,-6.41736,31.08918,shighland
MAGAMBA,103899-1,public,Songwe,Mbozi DC,-8.850583,32.897732,shighland
MAGAMBA,103896-7,public,Kagera,Ngara DC,-2.97945,30.76528,lake
MAGAMBA,111020-4,public,Tanga,Lushoto DC,-4.73442,38.29797,coastal
MAGAMBA,109186-7,public,Songwe,Songwe DC,-8.611093,32.921836,shighland
MAGAMBA,103900-7,public,Tanga,Handeni DC,-5.555825,38.072257,coastal
MAGANA,103904-9,public,Mara,Butiama DC,-1.59476,33.975129,lake
MAGANAGANA,112289-4,public,Ruvuma,Mbinga TC,-11.06922,34.99113,shighland
MAGANGE,109030-7,public,Mara,Serengeti DC,-1.74969,34.33328,lake
MAGANJO,103905-6,public,Mbeya,Mbeya DC,-9.045983,33.400492,shighland
MAGANZO,103906-4,public,Shinyanga,Kishapu DC,-3.54588,33.55594,lake
MAGANZO,100268-2,private,Simiyu,Meatu DC,-3.52553,34.30688,lake
MAGAONI,103908-0,public,Tanga,Tanga CC,-5.10866,39.10428,coastal
MAGAONI,121549-0,public,Tanga,Mkinga DC,-4.87313,39.11396,coastal
MAGARA,103909-8,public,Manyara,Babati DC,-3.80612,35.69783,northern
MAGARAMA,110190-6,public,Kigoma,Kibondo DC,-3.905749,30.514044,central
MAGASA,103910-6,public,Dodoma,Chemba DC,-5.20876,36.21324,central
MAGASAI,123777-5,public,Singida,Manyoni DC,-5.82319,35.15431,central
MAGATI,103911-4,public,Tanga,Mkinga DC,-4.82328,38.8132,coastal
MAGAWA,103912-2,public,Pwani,Mkuranga DC,-7.456241,39.25951,coastal
MAGAZI,114414-6,private,Pwani,Kisarawe DC,-6.93678,38.7183,coastal
MAGAZINI,103913-0,public,Ruvuma,Namtumbo DC,-11.56421,36.46676,shighland
MAGAZINI,103915-5,public,Tanga,Korogwe DC,-5.171317,38.56158,coastal
MAGEMBE,113164-8,private,Shinyanga,Kahama MC,-3.82646,32.59817,lake
MAGENA,109917-5,public,Mara,Tarime TC,-1.30953,34.40711,lake
MAGENGATI,122967-3,public,Tabora,Nzega DC,-4.76096,33.10416,central
MAGENGATI,103916-3,public,Tabora,Nzega DC,-4.81752,33.0549,central
MAGENGE,113923-7,public,Geita,Geita DC,-3.175481,31.938092,lake
MAGEREZA,103919-7,public,Kilimanjaro,Moshi MC,-3.336392,37.313422,northern
MAGEREZA,103940-3,public,Shinyanga,Shinyanga MC,-3.67735,33.4446,lake
MAGEREZA,111952-8,public,Mbeya,Kyela DC,-9.59184,33.86005,shighland
MAGEREZA,108682-6,public,Katavi,Mpanda MC,-6.35178,31.06873,shighland
MAGEREZA,111206-9,public,Tabora,Igunga DC,-4.301702,33.8811,central
MAGEREZA,103935-3,public,Songwe,Ileje DC,-9.43081,33.19126,shighland
MAGEREZA,103937-9,public,Mwanza,Magu DC,-2.59777,33.45431,lake
MAGEREZA,103922-1,public,Mtwara,Mtwara MC,-10.18215,40.11248,southern
MAGEREZA,103933-8,public,Manyara,Mbulu TC,-3.853399,35.541649,northern
MAGEREZA,110795-2,public,Mbeya,Mbarali DC,-8.683116,34.373105,shighland
MAGEREZA,103052-7,public,Kilimanjaro,Mwanga DC,-3.70989,37.59127,northern
MAGEREZA,103920-5,public,Manyara,Babati TC,-4.20682,35.76219,northern
MAGEREZA,103925-4,public,Tabora,Urambo DC,-5.16723,32.0416,central
MAGEREZA,103927-0,public,Kagera,Bukoba MC,-1.33592,31.81606,lake
MAGEREZA,103930-4,public,Lindi,Kilwa DC,-8.91846,39.50746,southern
MAGEREZA,103931-2,public,Lindi,Lindi MC,-10.01441,39.71241,southern
MAGEREZA,103934-6,public,Mara,Musoma MC,-1.497933,33.812478,lake
MAGEREZA,103942-9,public,Tabora,Tabora MC,-4.97643,32.88169,central
MAGEREZA,103949-4,public,Ruvuma,Songea MC,-10.68098,35.65334,shighland
MAGEREZA,111173-1,public,Kagera,Muleba DC,-1.855769,31.651863,lake
MAGEREZA,109676-7,public,Songwe,Mbozi DC,-9.1183,32.941508,shighland
MAGEREZA,103938-7,public,Njombe,Njombe TC,,,shighland
MAGEREZA,110136-9,public,Kigoma,Kigoma Ujiji MC,-4.889403,29.618904,central
MAGEREZA,103932-0,public,Lindi,Nachingwea DC,-10.4282,38.75656,southern
MAGEREZA,103923-9,public,Iringa,Iringa MC,-7.78257,35.69947,shighland
MAGEREZA,103945-2,public,Lindi,Liwale DC,-9.86702,37.9273,southern
MAGEREZA,111630-0,public,Manyara,Kiteto DC,-5.30691,36.57434,northern
MAGEREZA,108604-0,public,Kagera,Biharamulo DC,-2.63283,31.30494,lake
MAGEREZA,109439-0,public,Arusha,Arusha CC,-3.369214,36.619845,northern
MAGEREZA,108508-3,public,Kigoma,Kasulu TC,-4.5612,30.09202,central
MAGEREZA,103941-1,public,Singida,Singida MC,-4.81085,34.73795,central
MAGEREZA,120987-3,public,Dodoma,Kongwa DC,-6.20005,36.41701,central
MAGEREZA,124856-6,public,Lindi,Ruangwa DC,-10.29668,38.81853,southern
MAGEREZA BOKO,103954-4,public,Dar Es Salaam,Kinondoni MC,-6.63981,39.12787,coastal
MAGEREZA BOMANI,103952-8,public,Singida,Iramba DC,-4.28171,34.40587,central
MAGEREZA BUTUNDWE,111561-7,public,Geita,Geita DC,-2.88944,31.982603,lake
MAGEREZA KAMBI YA CHUMVI,124471-4,public,Mtwara,Mtwara MC,-10.18159,40.09528,southern
Magereza Kondoa,120667-1,public,Dodoma,Kondoa TC,-4.9084,35.79037,central
MAGEREZA KUU MUGUMU,107700-7,public,Mara,Serengeti DC,-1.831266,34.797013,lake
MAGEREZA LUSHOTO,111774-6,public,Tanga,Lushoto DC,-4.79122,38.29081,coastal
MAGEREZA MAHABUSU,111727-4,public,Tabora,Urambo DC,-5.07784,32.07097,central
MAGEREZA MANYONI,111067-5,public,Singida,Manyoni DC,-5.74116,34.83762,central
MAGEREZA MKOA,103936-1,public,Morogoro,Morogoro MC,-6.82574,37.67575,coastal
MAGEREZA MNG'ARO,111775-3,public,Tanga,Lushoto DC,-4.54418,38.42552,coastal
MAGEREZA NAMAJANI,103959-3,public,Mtwara,Masasi DC,-10.72237,38.61907,southern
MAGEREZA NEWALA,110369-6,public,Mtwara,Newala TC,-10.957847,39.269681,southern
MAGEREZA NGARA,106350-2,public,Kagera,Ngara DC,-2.50747,30.65761,lake
MAGEREZA PRISON,103960-1,public,Shinyanga,Kahama MC,-3.82837,32.59473,lake
MAGEREZA ROMBO,109677-5,public,Kilimanjaro,Rombo DC,-3.1932,37.62805,northern
MAGEREZA RUSUMO,107177-8,public,Kagera,Ngara DC,-2.3909,30.8311,lake
MAGEREZA SAME,110322-5,public,Kilimanjaro,Same DC,-4.074354,37.729523,northern
MAGEREZA TUKUYU,103961-9,public,Mbeya,Rungwe DC,-9.26292,33.6385,shighland
MAGESENI,103963-5,public,Dodoma,Kongwa DC,-5.722844,36.481444,central
MAGEUZI,112273-8,public,Ruvuma,Namtumbo DC,-10.48495,35.68244,shighland
MAGHABE,112485-8,private,Mbeya,Mbeya DC,-8.89418,33.327746,shighland
MAGHANG,103964-3,public,Manyara,Mbulu DC,-4.153927,35.096124,northern
MAGIGIWE,122957-4,public,Mbeya,Mbarali DC,-8.32951,34.70961,shighland
MAGILA,103966-8,public,Tanga,Muheza DC,-5.14935,38.76603,coastal
MAGILI MEMORIAL,114406-2,private,Tabora,Uyui DC,-4.401122,32.5132,central
MAGINDU,103967-6,public,Pwani,Kibaha DC,-6.8172,38.3221,coastal
MAGINDUVILLAGE,123572-0,private,Pwani,Kibaha DC,-6.81585,38.32033,coastal
MAGINGO,103968-4,public,Ruvuma,Madaba DC,-9.90588,35.44843,shighland
MAGIRI,103969-2,public,Tabora,Uyui DC,-4.943751,33.04741,central
MAGNETIC,124127-2,private,Dar Es Salaam,Ilala MC,-7.00637,39.19681,coastal
MAGO,112146-6,public,Njombe,Makete DC,,,shighland
MAGODA,103971-8,public,Tanga,Muheza DC,-5.184752,38.857512,coastal
MAGODA,103970-0,public,Njombe,Njombe TC,-9.431958,34.776404,shighland
MAGODANI,123084-6,public,Pwani,Mkuranga DC,-7.01946,39.38877,coastal
MAGODI,103972-6,public,Tanga,Mkinga DC,-4.774457,39.048863,coastal
MAGOGONI,103973-4,public,Morogoro,Morogoro DC,-7.21756,37.993,coastal
Magole,103974-2,public,Morogoro,Kilosa DC,-6.37494,37.3725,coastal
MAGOMA,113934-4,public,Mara,Tarime DC,-1.34872,34.47287,lake
MAGOMA,103975-9,public,Tanga,Korogwe DC,-4.902169,38.575439,coastal
MAGOME,103976-7,public,Iringa,Kilolo DC,-8.07582,35.96886,shighland
MAGOMENI,114183-7,public,Dar Es Salaam,Kinondoni MC,,,coastal
Magomeni,103978-3,public,Morogoro,Kilosa DC,-6.845,36.98233,coastal
MAGOMENI,120487-4,public,Mtwara,Mtwara MC,-10.18091,40.10141,southern
MAGOMENI UPENDO,112585-5,private,Dar Es Salaam,Kinondoni MC,-6.77855,39.25187,coastal
MAGOROTO,103986-6,public,Tanga,Muheza DC,-5.10979,38.74176,coastal
MAGOSHO MEDICAL,123701-5,private,Dodoma,Dodoma CC,-6.12374,35.75698,central
MAGOTO,103987-4,public,Mara,Tarime DC,-1.35732,34.5606,lake
MAGOTO  HUDUMA HEALTH,122014-4,private,Shinyanga,Kahama MC,,,lake
MAGOYE,103988-2,private,Njombe,Makete DC,-8.9917,33.96592,shighland
MAGOZA,103989-0,public,Pwani,Mkuranga DC,-7.13787,39.11319,coastal
MAGOZI,109145-3,public,Iringa,Iringa DC,-7.4696,35.47756,shighland
MAGREFA,122561-4,private,Dar Es Salaam,Ubungo MC,-6.80588,39.22685,coastal
MAGRETI MEMORIAL,113879-1,private,Dar Es Salaam,Kinondoni MC,,,coastal
MAGU,103990-8,public,Mwanza,Magu DC,-2.59371,33.43284,lake
Magu DC,124764-2,public,Mwanza,Magu DC,,,lake
Magubike,103992-4,public,Morogoro,Kilosa DC,-6.24428,37.16542,coastal
MAGUGU,103993-2,public,Manyara,Babati DC,-4.00028,35.77902,northern
MAGUGU HEALTH LABORATORY,121578-9,private,Manyara,Babati DC,,,northern
Maguha,113815-5,public,Morogoro,Kilosa DC,-6.2828,37.1995,coastal
MAGUKULA,103994-0,public,Tabora,Nzega DC,-4.75588,33.02744,central
MAGULILWA,103995-7,public,Iringa,Iringa DC,-7.96069,35.73967,shighland
MAGULUKENDA,115204-0,public,Mwanza,Buchosa DC,-2.53794,32.33564,lake
MAGUNGA,103997-3,public,Iringa,Iringa DC,-8.0608,35.31734,shighland
MAGUNGA,115067-1,public,Mara,Butiama DC,-1.62147,33.92173,lake
MAGUNGA,114143-1,public,Morogoro,Mvomero DC,-6.07846,37.42955,coastal
MAGUNGU,120435-3,public,Manyara,Kiteto DC,-5.82509,36.67586,northern
MAGUNGULI,103999-9,public,Iringa,Mufindi DC,-8.74034,35.1855,shighland
MAGURUMATALI,114755-2,public,Pwani,Chalinze DC,-6.52215,38.50691,coastal
MAGURUWE,111737-3,public,Morogoro,Mvomero DC,-7.014763,37.614867,coastal
MAGUU,104003-9,private,Ruvuma,Mbinga DC,-11.04208,34.79641,shighland
MAGUVANI,115249-5,public,Njombe,Makambako TC,-8.87434,34.86357,shighland
MAGUZONI,104004-7,public,Tanga,Lushoto DC,-4.80607,38.28056,coastal
MAGWAMILA,104005-4,public,Ruvuma,Songea DC,-11.4747,35.6312,shighland
MAGWESELA,123546-4,private,Geita,Geita TC,-2.90216,32.27805,lake
MAHABUSU,104006-2,public,Rukwa,Sumbawanga MC,-7.96741,31.61592,shighland
MAHAHA,104007-0,public,Mwanza,Magu DC,-2.78846,33.76712,lake
MAHAKA,124298-1,public,Singida,Manyoni DC,-6.08972,35.09765,central
MAHALE,111262-2,public,Kigoma,Uvinza DC,-6.032793,29.743205,central
MAHAMHA,109609-8,public,Dodoma,Chamwino DC,-6.04852,36.14582,central
MAHANDO,104009-6,public,Mwanza,Misungwi DC,-3.24642,32.80489,lake
MAHANGO MSWISWI,104010-4,public,Mbeya,Mbarali DC,-8.780376,33.783233,shighland
MAHANJE,104011-2,private,Ruvuma,Madaba DC,-9.89009,35.2761,shighland
MAHANJE IKULU,123058-0,public,Ruvuma,Madaba DC,-9.88347,35.28411,shighland
Mahanyu,123081-2,private,Tanga,Lushoto DC,,,coastal
MAHARAKA,104012-0,public,Morogoro,Mvomero DC,-7.18326,37.3243,coastal
MAHEGE,104013-8,public,Pwani,Kibiti DC,-7.66294,39.1887,coastal
MAHEHA,104014-6,public,Mtwara,Tandahimba DC,-10.91158,39.52644,southern
MAHELENGA,120371-0,private,Dodoma,Dodoma CC,,,central
MAHEMBE,104016-1,public,Kigoma,Kigoma DC,-4.8025,29.7418,central
MAHEMBE,104015-3,public,Simiyu,Itilima DC,-2.8894,33.75983,lake
MAHENGE,104018-7,private,Mbeya,Kyela DC,-9.45326,33.9262,shighland
MAHENGE,104017-9,public,Iringa,Kilolo DC,-7.63401,36.26694,shighland
MAHENGE,124215-5,public,Ruvuma,Mbinga DC,-10.98666,34.86163,shighland
MAHENGE,109596-7,public,Tanga,Korogwe TC,-5.06396,38.53174,coastal
MAHESHI,121197-8,private,Shinyanga,Kahama MC,-3.8388717,32.625374,lake
MAHEZANGULU,104020-3,public,Tanga,Bumbuli DC,-4.92279,38.52057,coastal
MAHHAHHA,113939-3,public,Arusha,Karatu DC,-3.5211741,35.7059369,northern
MAHHERI,122494-8,public,Manyara,Mbulu TC,-3.58551,35.31521,northern
MAHIDA,104021-1,public,Kilimanjaro,Rombo DC,-3.2976,37.6033,northern
MAHIGA,104022-9,public,Mwanza,Kwimba DC,-3.017363,33.351564,lake
MAHILO,124217-1,public,Ruvuma,Mbinga DC,-10.91144,34.79475,shighland
MAHILO,104024-5,public,Ruvuma,Songea MC,-10.710189,35.70426,shighland
MAHINA,104023-7,public,Mwanza,Nyamagana MC,-2.55914,32.94575,lake
MAHINA MSAMARIA,105420-4,private,Mwanza,Nyamagana MC,-2.54529,32.95102,lake
MAHIWA,120968-3,public,Lindi,Mtama DC,-10.33801,39.26637,southern
MAHNIGANA,104267-0,public,Shinyanga,Shinyanga DC,-3.42979,32.98925,lake
MAHOHA,104025-2,public,Mtwara,Newala DC,-10.49401,39.32499,southern
MAHOLONG'WA,104026-0,public,Njombe,Ludewa DC,-9.92774,34.75494,shighland
MAHOMA,104027-8,public,Kilimanjaro,Moshi DC,-3.3176,37.3967,northern
Mahoma Makulu,104028-6,public,Dodoma,Dodoma CC,-6.08243,35.91001,central
Mahomanyika,104029-4,public,Dodoma,Dodoma CC,-6.017643,35.943215,central
MAHONGOLE,122374-2,public,Njombe,Makambako TC,-8.87787,34.95023,shighland
MAHONGOLE,104030-2,public,Mbeya,Mbarali DC,-8.75725,33.70186,shighland
MAHONGOLE,121451-9,public,Mbeya,Mbarali DC,-8.76689,33.75227,shighland
MAHOROSHA,104032-8,public,Kilimanjaro,Rombo DC,-3.13703,37.64985,northern
MAHULU,115306-3,public,Njombe,Makete DC,-9.35782,34.02275,shighland
MAHUMBIKA,104033-6,public,Lindi,Mtama DC,-10.14701,39.58259,southern
MAHUMBIKA,114697-6,public,Mtwara,Newala TC,-10.91697,39.34835,southern
MAHUNDA GODS WILL,114509-3,private,Mara,Serengeti DC,-1.83656,34.67456,lake
MAHUNINGA,104034-4,public,Iringa,Iringa DC,-7.9283,35.06516,shighland
MAHURUNGA,104035-1,public,Mtwara,Mtwara DC,-10.537934,40.279072,southern
MAHUTA,104036-9,public,Mtwara,Tandahimba DC,-10.87609,39.42982,southern
MAHUTANGA,114174-6,public,Morogoro,Ifakara TC,-8.14152,36.65071,coastal
MAIBONG SUKIDA,104037-7,private,Dar Es Salaam,Temeke MC,-6.87784,39.26506,coastal
MAILE,111732-4,private,Pwani,Kibaha DC,-6.71954,38.73475,coastal
MAILI MOJA,113277-8,private,Pwani,Kibaha TC,-6.783534,38.993782,coastal
MAILI MOJA OPTICAL,113179-6,private,Pwani,Kibaha TC,-6.7802,38.98705,coastal
MAILI SITA RC,104038-5,private,Kilimanjaro,Hai DC,-3.3204,37.267,northern
MAILI TANO,112303-3,public,Tabora,Tabora MC,-5.004466,32.854929,central
MAILIMOJA,110110-4,private,Pwani,Kibaha TC,-6.78356,38.99374,coastal
MAILISITA MEDICAL CENTRE,109635-3,private,Kilimanjaro,Hai DC,-3.32026,37.27557,northern
MAINGU,124081-1,private,Morogoro,Mvomero DC,-6.43331,37.52664,coastal
MAINSPRINGS: THE JBFC,123903-7,private,Mwanza,Magu DC,-2.52492,33.29144,lake
MAISAKA,121595-3,public,Manyara,Babati TC,-4.12001,35.45191,northern
MAISHA,114524-2,private,Mwanza,Ilemela MC,-2.49184,32.9056,lake
MAISHA HEALTH CARE,109749-2,private,Arusha,Meru DC,-3.377921,36.910684,northern
MAISHA MEMA,114163-9,private,Kagera,Muleba DC,-1.89903,31.5454,lake
MAISHA MEMA,121572-2,private,Kagera,Muleba DC,-1.89919,31.54547,lake
MAISOME,104041-9,public,Mwanza,Buchosa DC,-2.315821,32.056446,lake
MAJA,113720-7,private,Pwani,Kibaha TC,-6.74214,38.86737,coastal
MAJAHIDA AICT,104042-7,private,Simiyu,Bariadi TC,-2.83488,33.99275,lake
MAJALA,104043-5,public,Ruvuma,Tunduru DC,-10.88095,37.17093,shighland
Majalila,104044-3,public,Katavi,Tanganyika DC,-6.18651,30.98739,shighland
Majeleko,104045-0,public,Dodoma,Chamwino DC,-6.08012,36.180559,central
MAJEMBE,109258-4,public,Mtwara,Masasi DC,-10.74328,39.12561,southern
MAJENGO,104057-5,public,Kilimanjaro,Moshi MC,-3.34417,37.3516,northern
MAJENGO,104050-0,public,Tabora,Igunga DC,-4.60342,33.444149,central
MAJENGO,104051-8,public,Arusha,Meru DC,-3.49409,37.0153,northern
MAJENGO,122215-7,private,Dodoma,Kongwa DC,,,central
MAJENGO,104052-6,private,Dodoma,Dodoma CC,-6.16661,35.7371,central
MAJENGO,113622-5,private,Arusha,Arusha CC,-3.37093,36.66064,northern
MAJENGO,112424-7,public,Mtwara,Nanyamba TC,-10.535258,39.81642,southern
MAJENGO,104053-4,public,Rukwa,Sumbawanga MC,-7.947836,31.626213,shighland
MAJENGO,104054-2,private,Shinyanga,Kahama MC,-3.8257434,32.59823,lake
MAJENGO,111512-0,private,Tanga,Korogwe DC,-4.89159,38.29026,coastal
MAJENGO,109488-7,public,Mbeya,Chunya DC,-8.047312,33.217049,shighland
MAJENGO -,121808-0,public,Kilimanjaro,Same DC,-4.57097,38.06828,northern
MAJENGO BAKWATA,100269-0,private,Shinyanga,Shinyanga MC,-3.66767,33.41753,lake
MAJENGO COGI,100938-0,private,Kilimanjaro,Moshi MC,-3.34634,37.35317,northern
MAJENGO OPTICAL,114215-7,private,Mtwara,Masasi DC,,,southern
MAJENGO UPENDO,108129-8,private,Kilimanjaro,Moshi MC,-3.34524,37.38742,northern
MAJESTIC SMART OPTICAL LIMITED,124227-0,private,Dodoma,Dodoma CC,-6.17334,35.74531,central
Majey,122754-5,private,Dar Es Salaam,Kinondoni MC,-6.76885,39.2692,coastal
MAJEY SMART VISION,114194-4,private,Dar Es Salaam,Ilala MC,,,coastal
Maji Matitu,104059-1,public,Dar Es Salaam,Temeke MC,-6.93633,39.24808,coastal
MAJI YA CHAI,104060-9,public,Arusha,Meru DC,-3.360283,36.916575,northern
MAJIJA,124351-8,private,Katavi,Mlele DC,-6.78382,32.46953,shighland
MAJIMAJI,104063-3,public,Lindi,Nachingwea DC,-10.3774,38.8118,southern
MAJIMAJI,104062-5,public,Ruvuma,Tunduru DC,-10.85706,37.57579,shighland
MAJIMOTO,104064-1,public,Mara,Serengeti DC,-1.631431,34.35052,lake
MAJIMOTO,110072-6,public,Katavi,Mpimbwe DC,-7.25174,31.38672,shighland
MAJIMOTO,121488-1,public,Katavi,Mpimbwe DC,-7.25603,31.43391,shighland
MAJIMOTO,104065-8,public,Arusha,Arusha DC,-3.495187,36.852856,northern
MAJIMOTO,124415-1,private,Katavi,Mpimbwe DC,-7.25299,31.40051,shighland
MAJIRI,104066-6,public,Singida,Manyoni DC,-6.04862,35.0151,central
MAJOHE,104067-4,public,Dar Es Salaam,Ilala MC,-6.91611,39.13251,coastal
MAJOJORO,104068-2,public,Tabora,Sikonge DC,-6.91784,33.4655,central
Majora.s,122147-2,private,Morogoro,Mlimba DC,,,coastal
MAK J.,110607-9,private,Dar Es Salaam,Kigamboni MC,-6.82232,39.30231,coastal
MAKA,111568-2,private,Songwe,Ileje DC,-9.4776,33.1816,shighland
MAKA,120734-9,private,Dar Es Salaam,Ubungo MC,-6.78303,39.11614,coastal
MAKAA PUMWANI,104070-8,public,Kilimanjaro,Moshi DC,-3.37796,37.42648,northern
MAKALE,111028-7,public,Singida,Itigi DC,-5.96953,34.05486,central
MAKAMAKA,123318-8,public,Dodoma,Chemba DC,-5.07134,35.55447,central
MAKAMBAKO RC,104073-2,private,Njombe,Makambako TC,-8.85426,34.82951,shighland
Makambako TC,124771-7,public,Njombe,Makambako TC,,,shighland
Makambako TC,114076-3,public,Njombe,Makambako TC,-8.87796,34.89368,shighland
MAKAMBI,112531-9,public,Ruvuma,Songea MC,-10.67179,35.64627,shighland
MAKAMBINI,112356-1,public,Songwe,Tunduma TC,-9.30184,32.77642,shighland
MAKAMBINI MEDICAL,125076-0,private,Songwe,Tunduma TC,-9.30184,32.77642,shighland
MAKAME,104074-0,public,Manyara,Kiteto DC,-4.65421,36.72644,northern
Makanda,104076-5,public,Dodoma,Bahi DC,-5.73547,35.373164,central
MAKANDA,104077-3,public,Singida,Manyoni DC,-5.68553,35.3249,central
MAKANDE,104078-1,public,Ruvuma,Tunduru DC,-11.64791,37.35224,shighland
Makang'wa,104083-1,public,Dodoma,Chamwino DC,-6.423481,35.867804,central
MAKANGAGA,104079-9,public,Lindi,Kilwa DC,-9.13117,39.562811,southern
